10 - Detailed Results,,,,,,,,,,,,,
NCT OF Delhi,57,PATPARGANJ,10 Manoj Kumar,MALE,31,GENERAL,IND,Triangle,79,,79,0.0555375898092038,231461
NCT OF Delhi,57,PATPARGANJ,11 Gopal Prasad,MALE,47,GENERAL,IND,Cup & Saucer,77,,77,0.0541315748773252,231461
NCT OF Delhi,57,PATPARGANJ,12 Rakesh Suri,MALE,43,GENERAL,RTORP,Auto- Rickshaw,60,,60,0.0421804479563573,231461
NCT OF Delhi,57,PATPARGANJ,13 Shatrughan Kumar Singh,MALE,39,GENERAL,HAMS,Telephone,46,,46,0.0323383434332073,231461
NCT OF Delhi,57,PATPARGANJ,14 Vinay Kumar Singh,MALE,35,GENERAL,JSPR,Chappals,43,,43,0.0302293210353894,231461
 TURNOUT , TOTAL : ,,,,,,,,141753,493,142246,61.4557096011855,
NCT OF Delhi,58,LAXMI NAGAR,1 ABHAY VERMA,MALE,47,GENERAL,BJP,Lotus,65462,273,65735,48.0448764800468,221792
NCT OF Delhi,58,LAXMI NAGAR,2 NITIN TYAGI,MALE,46,GENERAL,AAAP,Broom,64629,226,64855,47.4016956585295,221792
NCT OF Delhi,58,LAXMI NAGAR,3 HARI DUTT SHARMA,MALE,51,GENERAL,INC,Hand,4836,36,4872,3.56088291185499,221792
NCT OF Delhi,58,LAXMI NAGAR,4 NOTA,,,,NOTA,NOTA,545,5,550,0.401988013448326,221792
NCT OF Delhi,58,LAXMI NAGAR,5 JAI RAM LAL,MALE,55,GENERAL,BSP,Elephant,439,7,446,0.325975734541734,221792
NCT OF Delhi,58,LAXMI NAGAR,6 DEEP KUMAR,MALE,46,GENERAL,LPOI,Pendulum,135,,135,0.0986697851191346,221792
NCT OF Delhi,58,LAXMI NAGAR,7 ANIMA OJHA,FEMALE,32,GENERAL,RTORP,Auto- Rickshaw,77,1,78,0.0570092091799445,221792
NCT OF Delhi,58,LAXMI NAGAR,8 NAMAHA,MALE,32,GENERAL,LJP,Bungalow,76,,76,0.0555474345855869,221792
NCT OF Delhi,58,LAXMI NAGAR,9 R D TIWARI,MALE,56,GENERAL,LKSHPLK,Dish Antenna,73,,73,0.0533547726940506,221792
 TURNOUT , TOTAL : ,,,,,,,,136272,548,136820,61.6884287981532,
NCT OF Delhi,59,VISHWAS NAGAR,1 OM PRAKASH SHARMA,MALE,67,GENERAL,BJP,Lotus,65335,495,65830,52.5660169444156,200047
NCT OF Delhi,59,VISHWAS NAGAR,2 DEEPAK SINGLA,MALE,34,GENERAL,AAAP,Broom,49170,203,49373,39.4249119640989,200047
NCT OF Delhi,59,VISHWAS NAGAR,3 GURCHARAN SINGH,MALE,55,GENERAL,INC,Hand,7801,80,7881,6.29306971804556,200047
NCT OF Delhi,59,VISHWAS NAGAR,4 NOTA,,,,NOTA,NOTA,834,20,854,0.681928884559182,200047
NCT OF Delhi,59,VISHWAS NAGAR,5 DILEEP GAUTAM,MALE,29,GENERAL,BSP,Elephant,726,13,739,0.590100053500276,200047
NCT OF Delhi,59,VISHWAS NAGAR,6 NEESHA,FEMALE,32,GENERAL,IND,Bat,143,,143,0.114187155142814,200047
NCT OF Delhi,59,VISHWAS NAGAR,7 ANIL KUMAR,MALE,28,GENERAL,NYP,Laptop,133,2,135,0.107799062547412,200047
NCT OF Delhi,59,VISHWAS NAGAR,8 SADHNA,FEMALE,25,GENERAL,JDKRP,Glass Tumbler,106,,106,0.0846422268890788,200047
NCT OF Delhi,59,VISHWAS NAGAR,9 ASHOK SURANA,MALE,45,GENERAL,IND,Helicopter,105,,105,0.0838437153146535,200047
NCT OF Delhi,59,VISHWAS NAGAR,10 BABU RAM,MALE,62,SC,PPID,Basket containing Fruits,67,,67,0.0535002754864932,200047
 TURNOUT , TOTAL : ,,,,,,,,124420,813,125233,62.6017885796838,
NCT OF Delhi,60,KRISHNA NAGAR,1 S. K. Bagga (Advocate),MALE,65,GENERAL,AAAP,Broom,71936,175,72111,49.1035375029791,217431
NCT OF Delhi,60,KRISHNA NAGAR,2 Dr. Anil Goyal,MALE,62,GENERAL,BJP,Lotus,67809,307,68116,46.3831670695584,217431
NCT OF Delhi,60,KRISHNA NAGAR,3 Dr. Ashok Kumar Walia,MALE,71,GENERAL,INC,Hand,5032,47,5079,3.4585134997106,217431
NCT OF Delhi,60,KRISHNA NAGAR,4 NOTA,,,,NOTA,NOTA,527,5,532,0.362262095264036,217431
NCT OF Delhi,60,KRISHNA NAGAR,5 Advocate Manjeet Singh,MALE,32,GENERAL,BSP,Elephant,358,4,362,0.246501651288686,217431
NCT OF Delhi,60,KRISHNA NAGAR,6 Charanjeet,MALE,37,GENERAL,AAPP,Battery torch,304,2,306,0.20836879915563,217431
NCT OF Delhi,60,KRISHNA NAGAR,7 Munish Bagga,MALE,48,GENERAL,RRP,Bat,234,1,235,0.160021790201219,217431
NCT OF Delhi,60,KRISHNA NAGAR,8 Suresh Kumar,MALE,38,GENERAL,BALP,Plate Containing Food,114,,114,0.0776275918422934,217431
 TURNOUT , TOTAL : ,,,,,,,,146314,541,146855,67.5409670194223,
NCT OF Delhi,61,GANDHI NAGAR,1 ANIL KUMAR BAJPAI,MALE,62,GENERAL,BJP,Lotus,48657,167,48824,42.638441317998,182831
NCT OF Delhi,61,GANDHI NAGAR,2 NAVEEN CHAUDHARY,MALE,54,GENERAL,AAAP,Broom,42610,135,42745,37.3295955705765,182831
NCT OF Delhi,61,GANDHI NAGAR,3 ARVINDER SINGH LOVELY,MALE,51,GENERAL,INC,Hand,21818,95,21913,19.1368213297004,182831
NCT OF Delhi,61,GANDHI NAGAR,4 TIKRAJ SINGH,MALE,38,SC,BSP,Elephant,352,5,357,0.311771332756949,182831
NCT OF Delhi,61,GANDHI NAGAR,5 NOTA,,,,NOTA,NOTA,326,,326,0.28469875204136,182831
NCT OF Delhi,61,GANDHI NAGAR,6 MUKESH KUMAR,MALE,36,GENERAL,IND,BUCKET,164,,164,0.143222685076022,182831
NCT OF Delhi,61,GANDHI NAGAR,7 MD. HAROON,MALE,53,GENERAL,IND,Brush,90,,90,0.0785978149807435,182831
NCT OF Delhi,61,GANDHI NAGAR,8 RAVINDRA KUMAR,MALE,36,GENERAL,IND,Harmonium,88,,88,0.0768511968700604,182831
 TURNOUT , TOTAL : ,,,,,,,,114105,402,114507,62.6299697534882,
NCT OF Delhi,62,SHAHDARA,1 RAM NIWAS GOEL,MALE,72,GENERAL,AAAP,Broom,61808,295,62103,49.5306381247857,189407
NCT OF Delhi,62,SHAHDARA,2 SANJAY GOYAL,MALE,51,GENERAL,BJP,Lotus,56416,393,56809,45.3083751385754,189407
NCT OF Delhi,62,SHAHDARA,3 DR. NARENDER NATH,MALE,75,GENERAL,INC,Hand,4387,87,4474,3.56826683043156,189407
NCT OF Delhi,62,SHAHDARA,4 INDU,FEMALE,35,GENERAL,BSP,Elephant,677,25,702,0.559884513849565,189407
NCT OF Delhi,62,SHAHDARA,5 NOTA,,,,NOTA,NOTA,405,6,411,0.327795634176882,189407
NCT OF Delhi,62,SHAHDARA,6 NISHANT SHARMA,MALE,36,GENERAL,PBI,FLUTE,375,,375,0.299083607825622,189407
NCT OF Delhi,62,SHAHDARA,7 ALLAH BAKASH,MALE,52,GENERAL,RJBP,Cauliflower,223,,223,0.177855052120303,189407
NCT OF Delhi,62,SHAHDARA,8 RANJANA MUNESH CHAUHAN,FEMALE,40,GENERAL,BSNP,Wheel Barrow,195,,195,0.155523476069324,189407
NCT OF Delhi,62,SHAHDARA,9 VIMLA,FEMALE,39,GENERAL,SSBDP,Matchbox,91,,91,0.0725776221656843,189407
 TURNOUT , TOTAL : ,,,,,,,,124577,806,125383,66.1976590094347,
NCT OF Delhi,63,SEEMA PURI(SC),1 RAJENDRA PAL GAUTAM,MALE,51,SC,AAAP,Broom,88080,312,88392,65.8212389512328,196306
NCT OF Delhi,63,SEEMA PURI(SC),2 SANT LAL,MALE,56,SC,LJP,Bungalow,32138,146,32284,24.0403303274233,196306
NCT OF Delhi,63,SEEMA PURI(SC),3 VEER SINGH DHINGAN,MALE,66,SC,INC,Hand,7568,93,7661,5.70477545032802,196306
NCT OF Delhi,63,SEEMA PURI(SC),4 KAMAL SINGH,MALE,58,SC,BSP,Elephant,1532,33,1565,1.16537966058783,196306
NCT OF Delhi,63,SEEMA PURI(SC),5 BADAN SINGH,MALE,54,SC,svjn,Typewriter,1099,5,1104,0.822095300504129,196306
NCT OF Delhi,63,SEEMA PURI(SC),6 NOTA,,,,NOTA,NOTA,973,29,1002,0.746140843392335,196306
NCT OF Delhi,63,SEEMA PURI(SC),7 MANOJ KUMAR,MALE,38,SC,PPID,Basket containing Fruits,716,4,720,0.536149109024432,196306
NCT OF Delhi,63,SEEMA PURI(SC),8 KANISHK SINGH,MALE,27,SC,IND,Helicopter,515,,515,0.383495543260531,196306
NCT OF Delhi,63,SEEMA PURI(SC),9 LALIT KUMAR,MALE,35,SC,MZEKP,Plate Containing Food,418,1,419,0.312008995390607,196306
NCT OF Delhi,63,SEEMA PURI(SC),10 VIJAY,MALE,44,SC,JaSSP,Stool,357,1,358,0.266585251431593,196306
NCT OF Delhi,63,SEEMA PURI(SC),11 RAJESH KUMAR LOHIYA,MALE,47,SC,BSNP,Wheel Barrow,271,,271,0.201800567424474,196306
 TURNOUT , TOTAL : ,,,,,,,,133667,624,134291,68.4090144977739,
NCT OF Delhi,64,ROHTAS NAGAR,1 Jitender Mahajan,MALE,50,GENERAL,BJP,Lotus,73377,496,73873,51.9402082586288,210943
NCT OF Delhi,64,ROHTAS NAGAR,2 Sarita Singh,FEMALE,33,GENERAL,AAAP,Broom,60389,243,60632,42.6304428835594,210943
NCT OF Delhi,64,ROHTAS NAGAR,3 Vipin Sharma,MALE,42,GENERAL,INC,Hand,5513,59,5572,3.91768089040759,210943
NCT OF Delhi,64,ROHTAS NAGAR,4 Trivender,MALE,38,GENERAL,BSP,Elephant,608,11,619,0.435219754336378,210943
NCT OF Delhi,64,ROHTAS NAGAR,5 NOTA,,,,NOTA,NOTA,507,6,513,0.360691008036449,210943
NCT OF Delhi,64,ROHTAS NAGAR,6 Anupam Sharma,MALE,47,GENERAL,IND,Ganna Kisan,376,,376,0.264366118950691,210943
NCT OF Delhi,64,ROHTAS NAGAR,7 Sanjeev Kumar,MALE,40,SC,AAPP,Battery Torch,226,,226,0.15890091192249,210943
NCT OF Delhi,64,ROHTAS NAGAR,8 Pankaj Gupta,MALE,26,GENERAL,IND,Scissors,212,,212,0.149057492599858,210943
NCT OF Delhi,64,ROHTAS NAGAR,9 Mukesh Babu Saxena,MALE,63,GENERAL,IND,CCTV Camera,112,,112,0.078747354581057,210943
NCT OF Delhi,64,ROHTAS NAGAR,10 Manish Kumar,MALE,31,GENERAL,NYAYPR,Man Blowing Turha,92,,92,0.0646853269772969,210943
 TURNOUT , TOTAL : ,,,,,,,,141412,815,142227,67.4243753051772,
NCT OF Delhi,65,SEELAMPUR,1 ABDUL REHMAN,MALE,53,GENERAL,AAAP,Broom,72611,83,72694,56.0460741380374,181756
NCT OF Delhi,65,SEELAMPUR,2 KAUSHAL KUMAR MISHRA,MALE,52,GENERAL,BJP,Lotus,35619,155,35774,27.5812619502868,181756
NCT OF Delhi,65,SEELAMPUR,3 CHAUDHARY MATEEN AHMAD,MALE,61,GENERAL,INC,Hand,20207,40,20247,15.6101585147721,181756
NCT OF Delhi,65,SEELAMPUR,4 MOHD. AFZAL,MALE,40,GENERAL,BSP,Elephant,348,4,352,0.271387158453093,181756
NCT OF Delhi,65,SEELAMPUR,5 NOTA,,,,NOTA,NOTA,311,,311,0.239776722383273,181756
NCT OF Delhi,65,SEELAMPUR,6 RAHISUDDIN AHMAD,MALE,54,GENERAL,BAHUMP,Auto- Rickshaw,175,,175,0.134922592980941,181756
NCT OF Delhi,65,SEELAMPUR,7 SUKHDEB SINGH SINGH,MALE,42,GENERAL,RJBP,Cauliflower,151,,151,0.116418923086412,181756
 TURNOUT , TOTAL : ,,,,,,,,129422,282,129704,71.3616056691389,
NCT OF Delhi,66,GHONDA,1 AJAY MAHAWAR,MALE,48,GENERAL,BJP,Lotus,81336,461,81797,57.5479994653046,222398
NCT OF Delhi,66,GHONDA,2 SHRIDUTT SHARMA,MALE,59,GENERAL,AAAP,Broom,53221,206,53427,37.5883830388991,222398
NCT OF Delhi,66,GHONDA,3 BHISHAM SHARMA,MALE,60,GENERAL,INC,Hand,5448,36,5484,3.85824943540387,222398
NCT OF Delhi,66,GHONDA,4 NOTA,,,,NOTA,NOTA,508,4,512,0.360215848090223,222398
NCT OF Delhi,66,GHONDA,5 K. P. RANGARI,MALE,62,GENERAL,PPID,Basket containing Fruits,163,,163,0.114678092263098,222398
NCT OF Delhi,66,GHONDA,6 ANIL SINGH,MALE,39,SC,svjn,Typewriter,156,2,158,0.111160359371592,222398
NCT OF Delhi,66,GHONDA,7 MANISH KUMAR,MALE,26,SC,MKDVP,Gas Cylinder,131,,131,0.0921646017574594,222398
NCT OF Delhi,66,GHONDA,8 HARISH,MALE,40,GENERAL,IND,Cup & Saucer,120,,120,0.084425589396146,222398
NCT OF Delhi,66,GHONDA,9 MAN SINGH,MALE,60,GENERAL,JDKRP,Glass Tumbler,91,,91,0.0640227386254107,222398
NCT OF Delhi,66,GHONDA,10 Dr. TEJPAL,MALE,32,GENERAL,RTORP,Auto- Rickshaw,77,,77,0.0541730865291937,222398
NCT OF Delhi,66,GHONDA,11 REEMA,FEMALE,37,GENERAL,RVNP,Gas Stove,73,,73,0.0513589002159888,222398
NCT OF Delhi,66,GHONDA,12 AVNI DHILWAL,FEMALE,28,GENERAL,NYAYPR,Man Blowing Turha,62,,62,0.0436198878546754,222398
NCT OF Delhi,66,GHONDA,13 BIMLESH KUMAR SHARMA,MALE,38,GENERAL,SatBP,Black Board,42,,42,0.0295489562886511,222398
 TURNOUT , TOTAL : ,,,,,,,,141428,709,142137,63.9110963228087,
NCT OF Delhi,67,BABARPUR,1 GOPAL RAI,MALE,44,GENERAL,AAAP,Broom,84587,189,84776,59.3935657437507,217243
NCT OF Delhi,67,BABARPUR,2 NARESH GAUR,MALE,68,GENERAL,BJP,Lotus,51323,391,51714,36.2305234839144,217243
NCT OF Delhi,67,BABARPUR,3 ANVEEKSHA JAIN,FEMALE,35,GENERAL,INC,Hand,5109,22,5131,3.59474834659792,217243
NCT OF Delhi,67,BABARPUR,4 NOTA,,,,NOTA,NOTA,327,3,330,0.231196054254007,217243
NCT OF Delhi,67,BABARPUR,5 DHARM SINGH,MALE,52,SC,BSP,Elephant,204,7,211,0.147825355901805,217243
NCT OF Delhi,67,BABARPUR,6 SHIVANI GAUR,FEMALE,36,GENERAL,IND,Tractor Chalata Kissan,164,,164,0.114897433023204,217243
NCT OF Delhi,67,BABARPUR,7 ZAHID ALI,MALE,39,GENERAL,NCP,Clock,150,,150,0.105089115570003,217243
NCT OF Delhi,67,BABARPUR,8 KALI RAM,MALE,71,GENERAL,PPID,Basket containing Fruits,114,,114,0.0798677278332026,217243
NCT OF Delhi,67,BABARPUR,9 PRINCE KUMAR,MALE,33,GENERAL,MZEKP,Plate Containing Food,55,,55,0.0385326757090012,217243
NCT OF Delhi,67,BABARPUR,10 JAKIR CHAUDHARY,MALE,49,GENERAL,IND,Key,54,,54,0.0378320816052012,217243
NCT OF Delhi,67,BABARPUR,11 SADEQUE MUNIRODDIN SHAIKH,MALE,32,GENERAL,TPSTP,Kettle,37,,37,0.0259219818406008,217243
 TURNOUT , TOTAL : ,,,,,,,,142124,612,142736,65.7033828477788,
NCT OF Delhi,68,GOKALPUR(SC),1 SURENDRA KUMAR,MALE,52,SC,AAAP,Broom,88090,362,88452,53.2214975089653,234779
NCT OF Delhi,68,GOKALPUR(SC),2 RANJEET SINGH,MALE,48,SC,BJP,Lotus,68575,389,68964,41.4955835278827,234779
NCT OF Delhi,68,GOKALPUR(SC),3 PRAVEEN KUMAR,MALE,32,SC,BSP,Elephant,4558,41,4599,2.76721461407013,234779
NCT OF Delhi,68,GOKALPUR(SC),4 S P SINGH,MALE,61,SC,INC,Hand,2212,21,2233,1.34359431033238,234779
NCT OF Delhi,68,GOKALPUR(SC),5 SHANU KUMAR,MALE,35,SC,AAPP,Battery Torch,593,,593,0.356807624732244,234779
NCT OF Delhi,68,GOKALPUR(SC),6 NOTA,,,,NOTA,NOTA,449,7,456,0.27437483453272,234779
NCT OF Delhi,68,GOKALPUR(SC),7 FATEH SINGH,MALE,56,SC,NCP,Clock,418,2,420,0.2527136633854,234779
NCT OF Delhi,68,GOKALPUR(SC),8 RAVI KUMAR,MALE,29,SC,PPID,Basket containing Fruits,342,,342,0.20578112589954,234779
NCT OF Delhi,68,GOKALPUR(SC),9 SUNITA DEVI,FEMALE,45,SC,NYAYPR,Man Blowing Turha,137,,137,0.0824327901995235,234779
 TURNOUT , TOTAL : ,,,,,,,,165374,822,166196,70.7882732271626,
NCT OF Delhi,69,MUSTAFABAD,1 HAJI YUNUS,MALE,58,GENERAL,AAAP,Broom,98681,169,98850,53.2046589734757,262750
NCT OF Delhi,69,MUSTAFABAD,2 JAGDISH PRADHAN,MALE,66,GENERAL,BJP,Lotus,77845,301,78146,42.0610144677919,262750
NCT OF Delhi,69,MUSTAFABAD,3 ALI MEHDI,MALE,35,GENERAL,INC,Hand,5355,8,5363,2.88656131588012,262750
NCT OF Delhi,69,MUSTAFABAD,4 SURESH KUMAR MALKANI,MALE,44,SC,BSP,Elephant,1185,19,1204,0.648036513951085,262750
NCT OF Delhi,69,MUSTAFABAD,5 NOTA,,,,NOTA,NOTA,459,3,462,0.248665173957974,262750
NCT OF Delhi,69,MUSTAFABAD,6 MAYUR BHAN,MALE,25,GENERAL,NCP,Clock,288,,288,0.155012056493283,262750
NCT OF Delhi,69,MUSTAFABAD,7 MURARI LAL,MALE,54,GENERAL,AAPP,Battery torch,266,,266,0.143170857733379,262750
NCT OF Delhi,69,MUSTAFABAD,8 VIVEK TOMAR,MALE,26,GENERAL,NYP,Laptop,263,,263,0.141556148811574,262750
NCT OF Delhi,69,MUSTAFABAD,9 SHIV KUMAR,MALE,51,GENERAL,IND,Hand Cart,245,,245,0.131867895280744,262750
NCT OF Delhi,69,MUSTAFABAD,10 ANIL KUMAR GUPTA,MALE,47,GENERAL,LJP,Bungalow,234,,234,0.125947295900792,262750
NCT OF Delhi,69,MUSTAFABAD,11 MANISH KUMAR,MALE,33,SC,MKDVP,Gas Cylinder,116,2,118,0.0635118842576645,262750
NCT OF Delhi,69,MUSTAFABAD,12 SHAMA PARVEEN,FEMALE,39,GENERAL,IND,Tractor Chalata Kissan,94,,94,0.0505942128832243,262750
NCT OF Delhi,69,MUSTAFABAD,13 POONAM,FEMALE,49,GENERAL,NYAYPR,Man Blowing Turha,80,,80,0.0430589045814674,262750
NCT OF Delhi,69,MUSTAFABAD,14 SUBHASH,MALE,45,GENERAL,RJ,Scissors,78,,78,0.0419824319669308,262750
NCT OF Delhi,69,MUSTAFABAD,15 KAMAL,MALE,37,GENERAL,HND,Water Tank,59,,59,0.0317559421288322,262750
NCT OF Delhi,69,MUSTAFABAD,16 IMRAN MATLUB KHAN,MALE,32,GENERAL,TPSTP,Kettle,42,,42,0.0226059249052704,262750
 TURNOUT , TOTAL : ,,,,,,,,185290,502,185792,70.7105613701237,
NCT OF Delhi,70,KARAWAL NAGAR,1 MOHAN SINGH BISHT,MALE,62,GENERAL,BJP,Lotus,96390,331,96721,50.5900013599322,283203
NCT OF Delhi,70,KARAWAL NAGAR,2 DURGESH PATHAK,MALE,31,GENERAL,AAAP,Broom,88317,181,88498,46.2889542121285,283203
NCT OF Delhi,70,KARAWAL NAGAR,3 ARBIND SINGH,MALE,52,GENERAL,INC,Hand,2236,6,2242,1.17268000795037,283203
NCT OF Delhi,70,KARAWAL NAGAR,4 NATHU RAM,MALE,68,GENERAL,BSP,Elephant,818,6,824,0.430993901227077,283203
NCT OF Delhi,70,KARAWAL NAGAR,5 RANJIT TIWARI,MALE,48,GENERAL,CPIM,"Hammer, Sickle and Star",413,1,414,0.216543052315546,283203
NCT OF Delhi,70,KARAWAL NAGAR,6 NOTA,,,,NOTA,NOTA,370,3,373,0.195097967424393,283203
NCT OF Delhi,70,KARAWAL NAGAR,7 S.N. Singh,MALE,72,GENERAL,IND,CCTV Camera,371,,371,0.194051865722386,283203
NCT OF Delhi,70,KARAWAL NAGAR,8 SUNITA N. KUMAR,FEMALE,48,GENERAL,PPID,Basket containing Fruits,257,,257,0.13442406870796,283203
NCT OF Delhi,70,KARAWAL NAGAR,9 MOHAN SINGH,MALE,38,GENERAL,IND,Cauliflower,248,,248,0.129716611048926,283203
NCT OF Delhi,70,KARAWAL NAGAR,10 AJAY SINGH RATHOR,MALE,26,GENERAL,IND,Fountain,206,,206,0.107748475306769,283203
NCT OF Delhi,70,KARAWAL NAGAR,11 BHASKARANAND MUNDEPI,MALE,43,GENERAL,SUCI,Battery torch,189,,189,0.0988566108397058,283203
NCT OF Delhi,70,KARAWAL NAGAR,12 MOHD. ILIAS,MALE,39,GENERAL,SDPI,Auto- Rickshaw,169,,169,0.0883955938196311,283203
NCT OF Delhi,70,KARAWAL NAGAR,13 BANDANA PANDEY,FEMALE,28,GENERAL,SP(I),Bat,168,,168,0.0878725429686274,283203
NCT OF Delhi,70,KARAWAL NAGAR,14 YOGESH SWAMY,MALE,37,GENERAL,IND,Plastering Trowel,131,,131,0.0685196614814892,283203
NCT OF Delhi,70,KARAWAL NAGAR,15 VIPIN KUMAR TIWARI,MALE,27,GENERAL,RRP,Air Conditioner,104,,104,0.0543972885043884,283203
NCT OF Delhi,70,KARAWAL NAGAR,16 HARISH,MALE,40,GENERAL,MKDVP,Gas Cylinder,81,,81,0.0423671189313025,283203
NCT OF Delhi,70,KARAWAL NAGAR,17 MOHD. MEHBOB ALAM,MALE,32,GENERAL,RTPP,Sewing Machine,66,,66,0.0345213561662465,283203
NCT OF Delhi,70,KARAWAL NAGAR,18 PRADESH KUMAR RAGHAV,MALE,37,GENERAL,SPRP,Scissors,63,,63,0.0329522036132353,283203
NCT OF Delhi,70,KARAWAL NAGAR,19 IMRAN KHAN,MALE,32,GENERAL,TPSTP,Kettle,61,,61,0.0319061019112278,283203
 TURNOUT , TOTAL : ,,,,,,,,190658,528,191186,67.508465658909,
 GRAND TOTAL : ,,,,,,,,,9253720,32078,9285798,,
Disclaimer,,,,,,,,,,,,,
"This report is based on Index Cards data made available by concerned Returning Officers on the basis of Statutory data maintained in the forms. In case of any dispute, the data maintained in the Statutory Forms by the concerned Returning Officers shall prevail.",,,,,,,,,,,,,
